,날짜,CNY 매매기준율,CNY 구매,CNY 판매,EUR 매매기준율,EUR 구매,EUR 판매,JPY 매매기준율,JPY 구매,JPY 판매,USD 매매기준율,USD 구매,USD 판매
237,2019.09.03,169.34,177.8,160.88,1331.4,1357.76,1305.04,1146.63,1166.69,1126.57,1216.0,1237.28,1194.72
238,2019.09.02,168.97,177.41,160.53,1330.48,1356.82,1304.14,1140.96,1160.92,1121.0,1212.5,1233.71,1191.29
239,2019.08.30,169.19,177.64,160.74,1335.89,1362.34,1309.44,1137.28,1157.18,1117.38,1209.5,1230.66,1188.34
240,2019.08.29,169.57,178.04,161.1,1342.97,1369.56,1316.38,1140.96,1160.92,1121.0,1212.5,1233.71,1191.29
241,2019.08.28,169.39,177.85,160.93,1347.19,1373.86,1320.52,1148.72,1168.82,1128.62,1215.0,1236.26,1193.74
242,2019.08.27,169.24,177.7,160.78,1349.67,1376.39,1322.95,1148.25,1168.34,1128.16,1214.5,1235.75,1193.25
243,2019.08.26,169.72,178.2,161.24,1350.59,1377.33,1323.85,1147.42,1167.49,1127.35,1215.0,1236.26,1193.74
244,2019.08.23,170.77,179.3,162.24,1340.94,1367.49,1314.39,1136.45,1156.33,1116.57,1211.0,1232.19,1189.81
245,2019.08.22,170.39,178.9,161.88,1341.31,1367.86,1314.76,1135.81,1155.68,1115.94,1208.5,1229.64,1187.36
246,2019.08.21,170.2,178.71,161.69,1335.64,1362.08,1309.2,1129.73,1149.5,1109.96,1203.5,1224.56,1182.44
247,2019.08.20,170.91,179.45,162.37,1339.21,1365.72,1312.7,1136.06,1155.94,1116.18,1209.0,1230.15,1187.85
248,2019.08.19,171.6,180.18,163.02,1344.14,1370.75,1317.53,1135.66,1155.53,1115.79,1210.5,1231.68,1189.32
249,2019.08.16,171.7,180.28,163.12,1342.76,1369.34,1316.18,1139.76,1159.7,1119.82,1211.0,1232.19,1189.81
250,2019.08.14,172.5,181.12,163.88,1357.49,1384.36,1330.62,1141.3,1161.27,1121.33,1214.0,1235.24,1192.76
251,2019.08.13,172.29,180.9,163.68,1369.03,1396.13,1341.93,1161.66,1181.98,1141.34,1223.0,1244.4,1201.6
252,2019.08.12,171.56,180.13,162.99,1362.91,1389.89,1335.93,1158.45,1178.72,1138.18,1219.5,1240.84,1198.16
253,2019.08.09,170.99,179.53,162.45,1356.08,1382.93,1329.23,1143.86,1163.87,1123.85,1211.0,1232.19,1189.81
254,2019.08.08,171.08,179.63,162.53,1356.33,1383.18,1329.48,1139.64,1159.58,1119.7,1209.5,1230.66,1188.34
255,2019.08.07,171.82,180.41,163.23,1360.39,1387.32,1333.46,1144.32,1164.34,1124.3,1215.5,1236.77,1194.23
256,2019.08.06,171.98,180.57,163.39,1361.8,1388.76,1334.84,1142.64,1162.63,1122.65,1216.0,1237.28,1194.72
257,2019.08.05,171.51,180.08,162.94,1354.36,1381.17,1327.55,1146.88,1166.95,1126.81,1215.0,1236.26,1193.74
258,2019.08.02,172.29,180.9,163.68,1332.07,1358.44,1305.7,1122.8,1142.44,1103.16,1200.5,1221.5,1179.5
259,2019.08.01,171.96,180.55,163.37,1313.05,1339.04,1287.06,1089.57,1108.63,1070.51,1188.5,1209.29,1167.71
260,2019.07.31,171.67,180.25,163.09,1318.45,1344.55,1292.35,1089.72,1108.79,1070.65,1183.0,1203.7,1162.3
261,2019.07.30,171.59,180.16,163.02,1316.9,1342.97,1290.83,1088.14,1107.18,1069.1,1181.5,1202.17,1160.83
262,2019.07.29,171.83,180.42,163.24,1317.96,1344.05,1291.87,1090.66,1109.74,1071.58,1185.0,1205.73,1164.27
263,2019.07.26,172.16,180.76,163.56,1319.41,1345.53,1293.29,1090.4,1109.48,1071.32,1184.5,1205.22,1163.78
264,2019.07.25,171.81,180.4,163.22,1314.89,1340.92,1288.86,1093.07,1112.19,1073.95,1181.5,1202.17,1160.83
265,2019.07.24,171.2,179.76,162.64,1312.17,1338.15,1286.19,1090.24,1109.31,1071.17,1178.0,1198.61,1157.39
266,2019.07.23,171.34,179.9,162.78,1318.36,1344.46,1292.26,1089.95,1109.02,1070.88,1179.0,1199.63,1158.37
267,2019.07.22,171.14,179.69,162.59,1320.8,1346.95,1294.65,1091.69,1110.79,1072.59,1177.5,1198.1,1156.9
268,2019.07.19,170.89,179.43,162.35,1323.03,1349.22,1296.84,1092.47,1111.58,1073.36,1175.5,1196.07,1154.93
269,2019.07.18,171.34,179.9,162.78,1324.63,1350.85,1298.41,1093.94,1113.08,1074.8,1178.5,1199.12,1157.88
270,2019.07.17,171.73,180.31,163.15,1324.82,1351.05,1298.59,1091.45,1110.55,1072.35,1181.5,1202.17,1160.83
271,2019.07.16,171.38,179.94,162.82,1325.11,1351.34,1298.88,1091.1,1110.19,1072.01,1178.5,1199.12,1157.88
272,2019.07.15,171.61,180.19,163.03,1330.1,1356.43,1303.77,1093.81,1112.95,1074.67,1180.0,1200.65,1159.35
273,2019.07.12,171.39,179.95,162.83,1327.79,1354.08,1301.5,1088.24,1107.28,1069.2,1179.0,1199.63,1158.37
274,2019.07.11,170.9,179.44,162.36,1323.45,1349.65,1297.25,1086.53,1105.54,1067.52,1174.0,1194.54,1153.46
275,2019.07.10,171.46,180.03,162.89,1325.67,1351.91,1299.43,1084.18,1103.15,1065.21,1181.0,1201.66,1160.34
276,2019.07.09,171.64,180.22,163.06,1325.52,1351.76,1299.28,1086.68,1105.69,1067.67,1183.5,1204.21,1162.79
277,2019.07.08,171.5,180.07,162.93,1326.38,1352.64,1300.12,1089.68,1108.74,1070.62,1181.0,1201.66,1160.34
278,2019.07.05,170.22,178.73,161.71,1319.34,1345.46,1293.22,1084.52,1103.49,1065.55,1171.5,1192.0,1151.0
279,2019.07.04,170.15,178.65,161.65,1319.64,1345.76,1293.52,1085.14,1104.12,1066.16,1170.0,1190.47,1149.53
280,2019.07.03,169.92,178.41,161.43,1320.46,1346.6,1294.32,1086.45,1105.46,1067.44,1170.0,1190.47,1149.53
281,2019.07.02,169.66,178.14,161.18,1318.46,1344.56,1292.36,1078.72,1097.59,1059.85,1167.5,1187.93,1147.07
282,2019.07.01,169.91,178.4,161.42,1317.68,1343.77,1291.59,1074.36,1093.16,1055.56,1163.0,1183.35,1142.65
283,2019.06.28,168.11,176.51,159.71,1316.58,1342.64,1290.52,1073.78,1092.57,1054.99,1155.5,1175.72,1135.28
284,2019.06.27,168.3,176.71,159.89,1316.19,1342.25,1290.13,1072.36,1091.12,1053.6,1157.5,1177.75,1137.25
285,2019.06.26,168.15,176.55,159.75,1314.92,1340.95,1288.89,1077.35,1096.2,1058.5,1157.5,1177.75,1137.25
286,2019.06.25,168.06,176.46,159.66,1316.68,1342.75,1290.61,1080.03,1098.93,1061.13,1156.5,1176.73,1136.27
287,2019.06.24,168.28,176.69,159.87,1318.61,1344.71,1292.51,1078.61,1097.48,1059.74,1158.0,1178.26,1137.74
288,2019.06.21,169.33,177.79,160.87,1316.93,1343.0,1290.86,1084.57,1103.54,1065.6,1164.5,1184.87,1144.13
289,2019.06.20,169.37,177.83,160.91,1311.33,1337.29,1285.37,1077.56,1096.41,1058.71,1161.5,1181.82,1141.18
290,2019.06.19,170.33,178.84,161.82,1317.56,1343.64,1291.48,1085.03,1104.01,1066.05,1176.5,1197.08,1155.92
291,2019.06.18,171.01,179.56,162.46,1327.25,1353.52,1300.98,1095.21,1114.37,1076.05,1186.0,1206.75,1165.25
292,2019.06.17,171.19,179.74,162.64,1330.98,1357.33,1304.63,1093.2,1112.33,1074.07,1187.0,1207.77,1166.23
293,2019.06.14,170.97,179.51,162.43,1337.6,1364.08,1311.12,1095.86,1115.03,1076.69,1185.5,1206.24,1164.76
294,2019.06.13,170.68,179.21,162.15,1336.53,1362.99,1310.07,1091.89,1110.99,1072.79,1183.5,1204.21,1162.79
295,2019.06.12,170.65,179.18,162.12,1340.93,1367.48,1314.38,1093.04,1112.16,1073.92,1183.0,1203.7,1162.3
296,2019.06.11,170.52,179.04,162.0,1336.75,1363.21,1310.29,1087.24,1106.26,1068.22,1181.5,1202.17,1160.83
297,2019.06.10,170.69,179.22,162.16,1340.84,1367.38,1314.3,1092.9,1112.02,1073.78,1187.0,1207.77,1166.23
298,2019.06.07,170.49,179.01,161.97,1336.06,1362.51,1309.61,1093.43,1112.56,1074.3,1185.5,1206.24,1164.76
299,2019.06.05,170.33,178.84,161.82,1330.27,1356.6,1303.94,1089.65,1108.71,1070.59,1179.0,1199.63,1158.37
